study_hours,attendance,internal_marks,practice_hours,performance
0.41,59.37,63,0.51,Poor
3.92,94.15,79,3.73,Good
1.12,79.5,77,1.09,Average
1.82,60.99,36,2.24,Poor
3.09,80.52,67,2.5,Average
2.21,76.24,65,0.95,Average
5.72,82.63,88,2.93,Good
4.51,94.12,77,2.77,Good
1.32,72.01,58,0.36,Poor
1.98,62.88,60,0.37,Poor
0.81,75.63,74,4.62,Average
5.89,96.81,95,3.82,Good
4.51,83.59,89,3.65,Good
3.68,68.45,62,3.79,Average
6.65,89.43,84,4.86,Good
4.48,91.67,60,5.39,Good
7.36,91.92,84,5.39,Good
1.32,60.6,63,1.54,Poor
5.2,88.3,70,3.3,Good
1.6,86.08,60,0.96,Average
5.31,71.18,55,1.87,Average
6.38,87.42,83,3.2,Good
4.64,74.95,68,3.22,Average
2.01,71.14,42,1.0,Poor
0.43,80.3,39,1.57,Poor
2.93,73.37,54,2.73,Average
4.46,91.27,90,2.19,Good
3.69,91.76,86,4.0,Good
2.69,86.86,87,4.88,Good
0.99,85.83,58,2.52,Average
6.28,85.87,77,3.29,Good
1.73,82.15,44,1.85,Poor
5.07,96.06,68,2.52,Good
3.75,90.54,74,5.89,Good
1.19,55.05,46,1.13,Poor
6.32,78.64,77,3.29,Good
6.16,96.09,80,3.89,Good
1.76,57.23,29,1.71,Poor
3.3,75.91,86,2.75,Average
4.83,86.74,72,3.35,Average
4.06,84.08,69,4.51,Average
1.28,77.97,38,0.0,Poor
4.13,73.39,58,1.37,Average
4.54,79.29,73,2.3,Average
0.87,60.06,58,1.26,Poor
1.43,62.63,38,0.86,Poor
6.38,87.01,90,3.53,Good
3.66,90.33,86,2.67,Good
6.25,91.87,98,4.9,Good
2.37,51.52,46,2.06,Poor
1.75,68.12,55,0.7,Average
5.38,82.58,72,2.25,Good
6.43,88.56,89,5.12,Good
1.08,72.18,51,0.0,Poor
5.54,96.59,87,4.27,Good
1.64,64.7,60,0.49,Poor
4.09,82.8,50,2.45,Average
4.94,75.41,59,4.14,Average
1.03,75.62,52,0.08,Poor
0.12,73.04,56,1.15,Poor
5.17,95.45,79,3.73,Good
1.55,75.53,50,1.18,Poor
4.0,75.65,48,1.03,Poor
2.38,72.61,53,2.97,Average
6.26,88.55,72,3.75,Good
5.85,93.58,75,4.45,Good
6.08,94.24,75,3.36,Good
2.6,78.08,70,3.27,Average
0.56,61.13,55,1.56,Poor
4.51,93.98,94,4.18,Good
2.17,64.87,17,1.77,Poor
4.83,84.27,87,3.11,Good
4.55,76.75,69,2.68,Average
0.0,67.04,53,1.25,Poor
1.46,66.08,20,0.07,Poor
4.39,81.98,67,1.78,Average
2.13,93.3,71,0.97,Average
3.27,98.21,87,1.85,Good
4.44,87.68,81,4.62,Good
1.71,89.26,70,3.95,Average
0.53,71.87,39,0.61,Poor
5.79,90.55,78,6.44,Good
2.89,71.64,58,2.05,Average
1.8,60.39,56,1.48,Poor
5.56,88.24,83,4.57,Good
1.11,68.15,43,1.18,Poor
1.53,90.75,70,2.32,Average
4.02,91.15,81,3.95,Good
1.09,59.23,44,0.55,Poor
2.14,80.33,68,0.54,Average
2.32,62.2,59,1.85,Average
0.71,67.54,48,1.73,Poor
6.28,85.68,79,3.6,Good
7.97,88.87,83,3.63,Good
4.12,78.41,61,2.63,Average
4.39,69.09,74,2.84,Average
4.13,76.93,52,4.11,Average
0.0,68.67,67,1.41,Poor
4.1,90.91,71,3.6,Good
1.29,53.22,19,1.72,Poor
2.18,93.36,68,2.25,Average
1.0,68.54,36,1.27,Poor
4.79,96.12,82,4.2,Good
2.91,70.83,64,2.39,Average
2.55,70.62,65,4.02,Average
1.21,78.65,62,0.5,Poor
1.26,75.66,42,2.02,Poor
0.91,53.21,43,1.48,Poor
4.38,95.52,79,1.61,Good
1.58,52.36,53,1.37,Poor
1.35,70.26,30,1.63,Poor
2.08,66.52,56,0.82,Poor
3.21,79.31,62,3.67,Average
3.75,74.28,69,1.09,Average
2.52,78.21,49,3.95,Average
1.99,80.76,68,0.9,Average
4.57,69.64,55,2.97,Average
4.91,95.77,74,1.44,Good
3.17,63.48,41,1.4,Poor
5.27,94.34,85,4.45,Good
1.66,40.1,43,0.93,Poor
4.3,99.23,94,3.8,Good
4.07,81.6,75,3.25,Average
4.72,88.55,90,3.01,Good
5.09,89.21,78,2.99,Good
2.27,54.74,35,0.48,Poor
5.47,89.01,85,3.44,Good
6.47,89.69,87,3.58,Good
4.99,82.82,81,5.42,Good
3.34,74.67,52,2.69,Average
1.94,87.51,41,2.12,Average
1.59,77.91,51,0.06,Poor
4.44,91.32,80,2.93,Good
3.87,73.89,48,2.05,Average
2.83,75.02,64,0.5,Average
5.7,92.48,83,4.76,Good
1.83,69.21,41,0.0,Poor
1.27,84.88,48,1.27,Poor
0.78,73.48,49,2.65,Average
5.4,88.71,100,4.59,Good
2.47,77.1,52,2.53,Average
3.46,69.91,58,4.01,Average
2.78,83.65,70,2.23,Average
4.81,81.21,82,3.79,Good
1.43,73.68,41,0.48,Poor
5.49,90.11,70,4.76,Good
3.51,76.31,57,1.97,Average
0.94,68.3,44,0.65,Poor
2.49,49.32,38,0.46,Poor
2.18,68.35,41,0.0,Poor
3.47,85.68,63,1.99,Average
1.91,80.41,63,1.66,Average
1.68,64.1,35,1.75,Poor
3.68,91.99,51,2.04,Average
3.78,78.19,69,1.47,Average
4.62,83.53,72,4.44,Good
0.78,53.74,33,2.42,Poor
1.38,77.97,66,0.0,Poor
2.18,65.62,47,1.27,Poor
4.47,92.14,79,2.74,Good
3.1,90.6,70,3.41,Good
4.67,91.09,79,4.39,Good
3.24,84.69,98,3.4,Good
2.97,77.5,88,3.11,Average
4.36,96.31,76,4.61,Good
3.21,69.16,20,0.17,Poor
1.55,56.73,44,1.57,Poor
3.01,84.12,48,2.9,Average
3.01,65.47,56,1.05,Average
2.36,68.62,57,1.99,Poor
1.62,63.39,25,1.54,Poor
2.39,87.83,52,0.36,Poor
4.51,76.64,52,2.59,Average
0.04,59.48,44,0.51,Poor
5.58,90.85,71,5.16,Good
3.38,79.39,63,3.61,Average
3.12,85.07,50,3.56,Average
0.9,58.03,24,0.7,Poor
1.72,67.56,37,1.49,Poor
3.49,85.43,78,3.97,Good
3.47,86.51,78,1.46,Average
0.65,62.73,42,0.85,Poor
3.45,87.83,79,3.83,Average
4.81,92.9,79,3.39,Good
5.07,90.49,72,3.28,Good
2.9,77.93,72,1.97,Average
1.66,74.84,74,2.52,Average
1.8,67.39,30,1.48,Poor
1.53,81.42,36,1.01,Poor
0.38,55.24,48,0.95,Poor
4.76,99.18,70,3.64,Good
4.52,87.24,91,3.57,Good
0.25,66.13,48,1.09,Poor
1.73,58.75,50,0.97,Poor
3.11,80.41,66,2.15,Average
3.59,78.14,76,1.3,Average
3.29,68.28,62,1.72,Average
5.33,83.76,84,4.86,Good
0.7,58.34,37,0.0,Poor
1.18,63.62,58,0.33,Poor
5.46,91.45,76,3.41,Good
2.5,81.15,60,3.74,Average
5.0,95.06,71,3.82,Good
1.94,65.1,43,2.15,Poor
1.44,82.8,40,1.33,Poor
2.8,73.6,72,3.77,Average
1.2,59.77,42,2.26,Poor
3.99,78.41,61,3.18,Average
0.44,62.52,49,0.38,Poor
2.55,46.39,48,1.0,Poor
1.31,77.98,86,2.27,Average
2.26,94.99,76,4.3,Average
2.06,69.55,39,0.86,Poor
4.57,100.0,76,4.78,Good
3.13,86.3,59,3.49,Average
5.86,100.0,70,3.67,Good
1.05,66.22,56,0.27,Poor
4.04,84.49,63,2.38,Average
0.87,70.95,42,0.0,Poor
3.69,82.24,75,3.56,Good
4.81,86.8,64,0.55,Average
3.89,77.58,57,3.36,Average
1.11,67.41,53,0.31,Poor
0.81,46.88,61,1.73,Poor
2.41,71.29,74,3.74,Average
1.24,64.87,56,2.93,Average
1.29,82.35,39,0.67,Poor
4.87,83.79,64,0.59,Average
5.69,89.32,97,4.87,Good
5.42,83.78,82,5.16,Good
5.2,88.76,75,4.04,Good
2.16,83.88,57,2.7,Average
4.99,100.0,85,5.66,Good
2.28,68.02,40,0.78,Poor
3.15,74.68,60,4.68,Average
2.88,75.54,73,2.35,Average
2.21,68.71,32,0.99,Poor
2.93,74.39,72,4.46,Average
3.11,85.9,73,4.17,Good
1.83,74.41,62,3.2,Average
2.21,82.6,34,1.11,Poor
0.59,60.12,53,0.79,Poor
0.77,51.15,53,0.73,Poor
2.17,54.12,23,1.28,Poor
6.39,89.89,77,4.88,Good
5.84,87.1,65,5.96,Good
4.8,76.47,76,2.55,Average
1.82,64.67,33,2.14,Poor
2.13,82.35,71,3.9,Average
1.2,63.86,62,0.57,Poor
4.04,84.98,90,3.37,Good
2.0,81.26,35,0.0,Poor
3.16,87.43,66,1.89,Average
5.76,98.96,78,3.48,Good
1.85,68.9,42,0.56,Poor
0.43,50.46,45,0.93,Poor
5.19,82.3,73,4.8,Good
2.55,79.83,74,1.26,Average
4.42,89.59,85,3.84,Good
3.61,88.86,79,1.28,Average
2.79,96.6,69,2.71,Average
6.19,90.44,72,3.06,Good
2.69,82.8,68,2.95,Average
4.09,79.57,46,1.82,Average
4.57,89.83,72,3.65,Good
0.0,58.19,47,0.0,Poor
1.49,59.05,27,1.07,Poor
2.68,63.72,68,3.72,Average
0.0,62.34,47,1.4,Poor
6.36,88.42,77,2.59,Good
2.27,57.99,10,0.28,Poor
5.53,98.07,70,4.02,Good
4.41,84.23,70,2.59,Average
1.77,80.44,68,3.33,Average
5.96,79.44,75,4.16,Good
2.75,80.61,56,1.82,Average
5.58,92.18,78,5.08,Good
5.53,92.4,79,5.18,Good
1.86,52.82,37,0.79,Poor
2.14,78.44,58,2.32,Average
1.24,66.49,41,1.47,Poor
3.03,76.96,72,0.73,Average
0.64,60.42,25,0.98,Poor
1.63,73.01,61,2.22,Average
5.22,91.43,69,3.68,Good
4.27,85.85,78,6.11,Good
3.62,85.65,67,2.73,Average
5.06,96.03,85,2.93,Good
3.72,61.04,44,1.94,Average
4.51,83.1,65,2.44,Average
0.84,52.39,53,1.11,Poor
3.85,69.39,73,2.74,Average
3.84,88.95,68,1.97,Average
3.68,77.67,64,2.24,Average
5.92,95.77,86,2.6,Good
0.0,81.04,34,0.93,Poor
5.72,85.67,76,2.76,Good
2.48,64.36,65,1.06,Poor
1.64,84.9,50,2.11,Poor
5.5,84.01,78,2.83,Good
2.9,83.04,78,4.76,Good
2.78,83.92,55,1.77,Average
1.37,76.27,42,1.4,Poor
4.79,91.13,69,5.68,Good
4.68,90.23,76,5.72,Good
4.62,81.34,47,1.56,Average
3.55,88.36,57,3.73,Average
2.78,60.39,54,0.0,Poor
5.47,92.91,75,1.07,Average
0.84,83.46,25,1.12,Poor
1.36,76.06,47,2.24,Poor
1.01,59.23,30,1.03,Poor
4.75,88.12,64,3.35,Average
2.96,61.85,55,0.0,Poor
3.35,84.33,72,1.14,Average
3.9,88.19,86,2.12,Good
5.9,100.0,86,4.86,Good
2.97,87.69,83,5.53,Good
1.3,67.99,39,0.28,Poor
3.4,78.01,79,4.01,Average
5.84,90.94,59,5.0,Good
1.63,62.85,20,0.93,Poor
3.83,83.4,66,3.08,Average
2.63,75.31,28,0.44,Poor
4.58,87.2,73,2.13,Average
2.26,68.93,45,2.14,Poor
6.33,89.03,74,3.37,Good
4.79,99.82,84,4.17,Good
0.36,75.49,49,0.26,Poor
1.47,77.3,76,3.44,Average
1.28,71.34,26,0.97,Poor
4.31,80.48,51,3.59,Average
3.37,74.66,57,3.08,Average
4.08,86.07,48,2.97,Average
4.93,80.05,94,3.05,Good
5.97,88.45,80,4.75,Good
2.28,83.51,47,2.72,Average
4.24,93.07,81,2.54,Good
1.45,58.21,22,1.0,Poor
5.66,88.89,79,4.69,Good
4.08,83.48,70,3.29,Good
2.24,71.11,60,3.92,Average
3.34,82.37,62,2.48,Average
3.78,90.88,83,4.36,Good
3.98,78.63,46,2.62,Average
1.61,48.85,40,2.08,Poor
1.77,80.89,70,3.36,Average
1.72,57.7,64,0.94,Poor
0.87,86.13,38,1.8,Poor
2.57,74.8,48,0.82,Poor
1.81,66.19,13,0.91,Poor
1.96,78.9,77,0.74,Poor
2.6,75.1,60,2.18,Average
5.3,81.89,68,3.75,Good
1.8,89.22,79,3.6,Average
3.42,75.41,67,3.39,Average
4.99,94.88,67,5.0,Average
4.97,93.35,79,3.64,Good
2.66,81.05,63,2.38,Average
3.78,77.95,64,3.1,Average
2.46,65.33,32,0.0,Poor
1.69,66.14,46,1.7,Poor
1.35,68.84,23,1.5,Poor
3.28,87.93,81,4.95,Good
3.12,83.14,69,2.97,Average
1.25,60.89,50,0.99,Poor
3.37,82.16,74,3.31,Average
6.42,87.09,80,5.53,Good
4.59,95.23,70,3.14,Good
2.4,93.86,52,2.43,Average
5.51,84.98,74,4.19,Good
3.65,83.25,57,2.96,Average
1.34,56.11,38,0.67,Poor
1.39,69.37,48,0.14,Poor
6.61,82.29,86,2.91,Good
5.25,85.45,81,3.54,Good
6.27,100.0,74,3.27,Good
2.8,67.02,68,2.65,Average
0.16,65.21,41,0.62,Poor
4.14,84.98,71,2.74,Good
1.07,62.63,51,0.98,Poor
4.79,75.56,65,3.36,Average
2.49,85.67,73,0.58,Average
3.98,78.78,58,2.26,Average
4.97,76.49,78,4.62,Average
0.73,70.36,57,1.22,Poor
0.08,61.23,28,1.33,Poor
4.19,75.31,60,4.04,Average
6.42,91.83,86,5.06,Good
2.1,73.56,62,2.8,Average
4.17,94.22,80,4.1,Good
4.43,85.3,71,3.45,Good
2.0,81.78,76,3.09,Average
1.61,72.88,65,0.36,Poor
3.55,85.31,78,3.94,Good
1.81,52.94,36,0.39,Poor
0.9,52.24,50,0.95,Poor
3.45,75.34,71,3.02,Average
3.06,89.41,85,3.13,Average
3.52,74.2,74,1.62,Average
5.27,90.9,74,5.2,Good
5.63,91.13,82,5.03,Good
5.77,96.74,90,4.56,Good
1.3,51.8,34,0.76,Poor
1.9,65.12,46,1.47,Poor
1.29,51.56,40,0.02,Poor
1.4,82.42,69,1.4,Poor
4.2,70.88,78,1.83,Average
3.57,86.15,71,3.33,Good
1.33,82.04,36,1.04,Poor
1.92,68.96,64,0.57,Poor
5.37,88.11,81,4.12,Good
5.41,100.0,81,2.91,Good
1.49,74.27,33,1.23,Poor
1.27,56.48,64,1.41,Poor
1.17,76.59,57,0.0,Poor
0.91,61.95,40,2.36,Poor
3.09,79.87,62,1.85,Average
5.61,81.04,63,3.91,Good
2.37,65.75,78,2.06,Average
4.23,80.01,87,4.98,Good
1.92,64.5,43,0.97,Poor
2.49,83.08,97,5.16,Good
5.71,95.51,81,3.36,Good
3.21,63.16,66,4.07,Average
4.52,84.37,43,1.33,Average
1.9,63.06,47,1.32,Poor
3.04,80.38,70,4.46,Average
1.5,57.88,45,1.3,Poor
4.85,87.81,91,4.83,Good
5.15,65.4,71,2.91,Average
2.16,70.83,50,1.12,Poor
3.89,80.64,54,1.33,Average
5.28,87.81,70,4.63,Good
3.79,77.96,69,1.93,Average
4.91,85.17,74,3.76,Good
1.51,59.59,46,0.63,Poor
2.45,69.34,66,2.94,Average
1.73,62.37,33,1.06,Poor
2.87,85.12,77,1.21,Average
5.23,94.59,81,4.75,Good
5.74,83.16,73,5.23,Good
3.52,90.63,69,2.15,Average
2.97,93.47,65,1.36,Average
3.14,87.09,80,4.85,Good
1.1,42.31,39,1.0,Poor
2.34,68.75,48,1.2,Poor
1.61,63.97,32,2.07,Poor
4.26,82.29,52,3.14,Average
1.77,55.61,39,0.79,Poor
3.21,80.16,45,1.38,Average
6.14,85.37,88,2.95,Good
4.82,76.64,73,3.72,Good
6.63,87.61,88,4.4,Good
2.41,92.42,78,0.99,Average
1.55,62.62,51,0.36,Poor
3.35,81.77,69,3.96,Average
2.68,77.62,63,2.19,Average
3.73,75.41,71,2.11,Average
1.56,60.34,48,1.03,Poor
1.68,49.54,41,0.49,Poor
0.06,81.24,57,0.22,Poor
1.8,79.16,57,0.48,Poor
2.53,83.88,63,2.97,Average
1.0,72.14,38,0.02,Poor
4.54,89.7,65,3.2,Good
1.34,77.49,53,0.1,Poor
4.9,68.54,45,2.47,Average
1.56,88.12,75,1.68,Average
4.32,86.12,75,5.56,Good
1.04,60.02,34,2.02,Poor
4.85,88.66,78,4.31,Good
5.5,88.79,73,3.55,Good
2.73,70.26,76,1.89,Average
2.08,64.91,48,1.74,Poor
0.95,59.65,48,0.98,Poor
1.29,67.52,45,0.24,Poor
3.24,74.07,62,3.22,Average
1.05,74.54,42,0.0,Poor
4.73,89.33,76,3.48,Good
2.58,82.16,65,1.54,Average
0.98,64.25,46,0.8,Poor
5.57,84.73,91,3.3,Good
0.99,52.11,45,1.45,Poor
0.81,92.22,59,2.46,Average
5.0,78.12,83,4.17,Average
4.61,84.44,90,4.71,Good
0.63,69.15,18,0.92,Poor
1.11,58.95,62,1.66,Poor
1.63,74.33,52,0.7,Poor
3.83,72.64,77,2.2,Average
0.86,83.75,39,0.8,Poor
5.03,90.23,86,4.82,Good
1.59,75.66,56,1.38,Poor
7.24,82.62,88,3.34,Good
5.36,88.93,75,5.47,Good
1.85,87.47,57,3.73,Average
1.87,62.84,39,0.06,Poor
5.44,98.18,70,3.61,Good
1.4,66.15,13,1.14,Poor
3.53,89.81,74,3.2,Good
0.67,64.04,49,1.11,Poor
6.35,80.87,75,4.48,Good
1.99,76.91,71,1.49,Average
6.07,90.9,75,2.8,Good
0.27,56.02,26,0.84,Poor
2.07,59.7,29,1.94,Poor
4.29,94.09,84,2.63,Good
6.05,86.02,83,3.05,Good
1.63,68.25,56,2.68,Average
2.96,84.24,57,3.75,Average
2.58,63.48,32,1.48,Poor
5.33,88.51,79,3.21,Good
2.49,62.77,46,0.0,Poor
1.71,52.76,47,0.73,Poor
5.05,85.61,79,4.75,Good
6.29,87.69,89,2.7,Good
4.49,86.67,70,4.37,Good
4.28,92.18,86,4.84,Good
5.21,98.29,63,5.44,Good
5.53,90.29,75,3.51,Good
5.97,82.29,92,3.59,Good
1.72,65.45,58,0.51,Poor
4.57,78.44,61,1.93,Average
1.35,64.41,30,0.92,Poor
4.85,100.0,82,6.04,Good
2.81,78.29,59,4.42,Average
2.64,85.16,49,2.45,Average
4.15,92.91,76,5.35,Good
4.07,85.79,78,1.34,Average
7.53,93.93,87,3.73,Good
3.91,89.68,85,5.15,Good
1.33,42.47,36,0.31,Poor
0.99,63.76,60,0.26,Poor
3.42,74.74,67,3.5,Average
3.04,80.86,81,4.09,Average
0.91,41.51,51,0.88,Poor
0.19,54.82,49,1.06,Poor
3.84,69.09,63,1.25,Average
1.99,53.17,45,0.42,Poor
1.89,62.68,50,0.34,Poor
1.23,58.18,45,0.0,Poor
5.06,91.16,84,4.25,Good
2.38,61.63,46,1.22,Poor
5.78,88.29,78,4.02,Good
1.34,78.2,50,2.94,Average
6.15,94.52,88,6.48,Good
4.43,87.61,75,5.07,Good
3.06,83.98,51,0.72,Poor
3.58,73.86,75,1.83,Average
0.46,55.33,34,0.58,Poor
4.39,78.53,68,1.48,Average
3.13,92.45,74,5.89,Good
1.9,76.0,47,1.58,Poor
1.87,77.13,62,1.62,Average
2.73,78.73,77,2.71,Average
1.49,70.99,22,0.0,Poor
1.16,68.3,52,3.79,Average
4.41,94.85,95,2.94,Good
2.67,70.77,75,2.44,Average
2.46,78.48,72,2.92,Average
4.81,90.46,67,1.95,Average
2.65,85.12,50,2.37,Average
2.63,68.82,45,1.37,Poor
3.4,83.04,74,1.63,Average
1.14,77.32,39,1.99,Poor
4.45,75.83,72,0.69,Average
5.86,96.23,76,5.8,Good
2.24,60.45,55,0.0,Poor
0.92,73.39,68,1.99,Average
3.23,84.37,64,3.63,Average
2.0,71.85,54,0.5,Average
2.02,91.42,54,3.6,Average
2.25,79.7,57,2.83,Average
1.98,63.51,28,0.0,Poor
2.61,94.1,49,2.36,Average
2.07,91.92,50,1.97,Average
5.64,95.16,64,3.84,Good
2.69,82.95,61,2.98,Average
5.67,84.88,88,3.83,Good
2.31,56.53,47,0.0,Poor
4.07,82.67,52,3.9,Average
3.59,75.48,63,2.76,Average
5.71,97.86,91,4.39,Good
0.99,41.16,52,0.16,Poor
6.34,93.32,78,4.51,Good
4.22,91.53,63,5.06,Good
3.8,92.1,80,4.88,Good
5.37,89.21,97,3.35,Good
5.82,89.25,66,2.29,Average
3.29,77.33,51,5.0,Average
3.7,68.18,73,2.59,Average
1.23,66.04,54,1.7,Poor
1.87,82.21,37,0.81,Poor
2.29,51.16,41,2.42,Poor
3.95,87.67,82,3.0,Good
1.66,52.16,50,0.74,Poor
0.17,68.0,31,0.79,Poor
2.33,62.74,40,1.93,Poor
2.41,80.02,35,0.0,Poor
3.74,88.16,86,3.81,Good
6.22,96.44,87,3.99,Good
4.36,88.08,75,0.86,Average
1.12,59.89,23,1.08,Poor
5.25,90.41,88,4.09,Good
2.1,80.32,63,1.38,Poor
1.92,83.82,43,2.83,Average
4.33,76.4,79,1.91,Average
5.03,91.41,95,5.37,Good
1.84,69.45,45,1.78,Poor
5.05,90.3,89,4.18,Good
4.89,86.66,79,6.64,Good
0.88,76.3,32,1.63,Poor
6.22,79.27,71,5.45,Good
2.12,81.85,71,2.15,Average
2.12,56.97,17,1.18,Poor
3.53,80.23,66,3.78,Average
4.01,90.35,80,3.38,Average
1.15,72.95,66,0.74,Average
2.68,90.43,57,0.77,Average
2.98,89.31,50,2.64,Average
1.93,75.52,64,3.47,Average
3.38,82.94,64,0.5,Average
3.49,93.84,83,3.7,Good
1.47,62.78,49,1.91,Poor
4.75,83.83,48,3.48,Average
3.44,93.31,78,2.22,Good
4.06,89.94,86,6.39,Good
0.55,66.63,26,1.96,Poor
2.08,100.0,61,4.97,Average
5.29,84.55,73,3.72,Good
2.13,68.53,37,1.45,Poor
2.98,57.71,44,0.29,Poor
6.81,99.1,78,4.93,Good
0.0,59.97,30,1.11,Poor
5.87,88.29,80,3.33,Good
5.59,91.24,72,5.6,Good
1.71,80.41,65,1.57,Poor
1.69,74.02,33,0.81,Poor
0.69,52.7,30,1.49,Poor
4.24,74.53,80,3.69,Average
3.54,66.52,70,1.71,Average
2.22,67.64,48,0.95,Poor
1.69,65.93,52,3.14,Average
0.74,77.09,41,0.6,Poor
1.56,57.67,68,1.1,Poor
4.92,86.48,80,4.85,Good
3.67,83.25,86,2.91,Good
0.98,70.29,62,0.04,Poor
0.78,70.71,63,1.18,Poor
2.63,81.48,68,2.73,Average
5.51,92.95,95,2.05,Good
7.03,82.5,74,4.19,Good
1.76,48.11,52,0.5,Poor
1.0,57.24,53,1.4,Poor
3.31,87.17,72,4.28,Average
4.64,73.77,75,3.64,Average
3.85,78.66,71,1.6,Average
4.76,91.15,87,4.5,Good
4.44,91.16,64,4.76,Good
4.76,84.4,80,3.22,Good
5.6,83.52,81,3.36,Good
2.36,76.9,77,3.09,Average
2.4,59.73,41,0.2,Poor
3.45,72.0,73,1.68,Average
5.11,86.15,87,2.11,Good
1.52,65.0,53,2.34,Poor
0.5,84.22,63,3.54,Average
5.91,86.86,76,3.45,Good
3.95,67.77,68,2.25,Average
2.28,84.47,63,2.46,Average
1.99,76.99,69,2.67,Average
4.97,82.35,82,2.37,Good
2.1,59.5,37,0.28,Poor
2.74,86.89,72,1.95,Average
1.8,81.21,64,2.61,Average
4.76,84.37,89,3.29,Good
2.85,69.15,68,2.96,Average
2.06,68.93,43,1.6,Poor
2.33,61.8,28,0.9,Poor
5.23,90.38,71,4.33,Good
4.1,82.19,60,2.22,Average
4.46,99.95,64,4.31,Good
1.3,49.41,40,1.36,Poor
1.08,77.32,62,2.72,Average
6.74,95.04,89,3.33,Good
1.41,37.87,52,1.51,Poor
2.98,87.65,64,1.76,Average
2.89,85.09,59,1.27,Average
0.88,59.62,58,0.86,Poor
5.82,90.8,72,4.27,Good
1.6,66.54,50,0.88,Poor
3.9,95.64,84,5.48,Good
3.57,88.01,78,2.47,Average
2.86,77.58,71,3.52,Average
4.01,73.59,72,3.48,Average
4.42,79.9,71,3.42,Average
4.25,95.78,96,3.72,Good
5.57,88.48,87,2.72,Good
0.94,64.95,61,0.87,Poor
2.3,54.16,28,0.0,Poor
5.18,91.29,72,4.79,Good
0.86,73.33,51,1.58,Poor
5.3,94.89,68,5.09,Good
4.81,95.57,74,3.3,Good
4.09,85.13,67,3.51,Average
5.46,95.62,81,3.31,Good
2.32,73.29,53,2.68,Average
1.2,61.02,34,1.03,Poor
1.88,73.51,50,0.76,Poor
1.85,73.9,35,0.91,Poor
4.83,84.86,78,2.02,Good
5.56,95.88,91,3.54,Good
4.99,82.16,76,1.95,Average
5.77,99.29,85,3.08,Good
1.9,82.63,86,2.24,Average
6.61,97.47,74,2.48,Good
0.7,73.2,38,0.69,Poor
3.77,89.63,72,2.38,Average
4.21,72.7,57,1.84,Average
1.08,71.4,55,0.0,Poor
4.49,84.57,87,3.64,Good
4.99,83.32,92,4.0,Good
1.28,53.11,48,0.69,Poor
3.78,92.33,77,3.81,Good
5.14,83.45,71,3.09,Average
6.83,97.37,84,3.68,Good
3.02,91.13,73,5.52,Good
1.38,62.97,35,0.99,Poor
4.07,76.56,57,1.89,Average
2.3,74.71,60,0.65,Average
6.68,88.83,79,4.31,Good
5.09,89.55,73,4.65,Good
5.42,95.1,90,5.81,Good
1.64,79.91,27,0.43,Poor
2.03,62.53,34,1.04,Poor
3.98,93.6,41,3.56,Average
4.83,88.39,76,4.99,Good
2.93,83.12,79,3.01,Average
4.17,90.76,68,0.77,Average
3.26,74.77,71,1.85,Average
4.49,91.74,73,2.4,Average
1.4,49.6,44,1.59,Poor
3.09,77.15,70,2.5,Average
1.57,72.16,30,0.58,Poor
5.03,92.4,84,3.73,Good
5.59,89.35,85,2.15,Good
3.36,85.56,100,3.63,Good
0.95,70.37,48,0.0,Poor
4.35,85.17,78,5.46,Good
2.55,63.9,32,1.03,Poor
4.15,92.63,74,4.98,Good
1.79,62.14,43,1.3,Poor
4.0,85.57,75,4.6,Average
2.45,73.38,79,1.54,Average
4.25,72.49,65,1.48,Average
1.3,67.31,49,2.2,Poor
5.45,76.47,79,3.63,Good
5.0,92.4,73,3.92,Good
5.62,89.15,76,4.13,Good
2.36,72.52,39,0.66,Poor
5.16,94.73,86,3.38,Good
0.92,79.81,48,3.77,Average
1.76,65.79,58,1.02,Poor
6.06,93.01,75,3.44,Good
4.26,90.22,84,3.35,Good
3.77,90.84,57,2.32,Average
1.65,70.81,49,1.85,Poor
1.5,81.66,34,0.4,Poor
2.21,62.29,31,1.39,Poor
3.43,88.85,71,3.67,Average
2.63,90.0,64,1.37,Poor
3.22,80.99,55,2.23,Average
0.9,77.74,64,3.72,Average
2.57,82.23,90,2.22,Average
4.27,72.64,75,2.38,Average
2.22,80.98,45,1.46,Average
2.2,83.16,58,1.43,Poor
1.52,60.27,41,0.59,Poor
1.6,80.33,88,4.23,Average
5.06,84.66,85,4.49,Good
2.44,85.4,48,0.36,Poor
1.32,59.66,42,0.82,Poor
1.99,80.36,79,1.75,Average
4.26,83.25,72,1.22,Average
6.11,84.93,82,2.94,Good
0.88,89.38,53,0.99,Poor
2.07,62.43,47,0.06,Poor
3.52,85.54,66,4.12,Average
4.49,63.27,51,3.16,Average
3.76,74.18,61,4.08,Average
2.51,70.15,21,1.36,Poor
2.2,75.41,45,1.79,Average
5.91,86.78,85,5.44,Good
1.5,69.95,59,1.59,Poor
4.89,78.89,75,3.11,Average
2.46,79.51,67,3.9,Average
3.52,94.34,78,3.99,Good
2.65,61.18,61,0.13,Poor
2.24,84.44,58,1.36,Average
3.98,98.84,64,2.89,Good
0.48,69.49,39,1.63,Poor
1.44,76.61,49,0.18,Poor
4.92,91.65,80,5.03,Good
0.9,65.86,58,0.49,Poor
3.32,82.25,75,2.83,Average
